번호,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,소재지전화,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,좌표정보(x),좌표정보(y),,
133,3,폐업,3,폐업,2023-12-04,,,064-799-2088,695-901,제주특별자치도 제주시 애월읍 고내리 41,제주특별자치도 제주시 애월읍 신엄안3길 135,63046,마레보야외수영장,139893.0624,-2574.095384,,
134,3,폐업,3,폐업,2019-11-07,,,064-773-0000,,제주특별자치도 제주시 한경면 판포리 산 8번지,제주특별자치도 제주시 한경면 판조로 253-6,63003,(주)비체올린 수영장,127173.551,-16026.6303,,
135,3,폐업,3,폐업,2020-06-30,,,,,,제주특별자치도 서귀포시 색달중앙로252번길 124 (색달동),63549,(주)호텔롯데 롯데리조트제주,145451.0433,-22815.50555,,
136,3,폐업,3,폐업,2021-06-29,,,,,,제주특별자치도 서귀포시 516로277번길 45 (토평동),63580,벨룸(Velum)리조트,160882.0592,-23945.37374,,
137,3,폐업,3,폐업,2008-12-31,,,733-1664,697-810,제주특별자치도 서귀포시 서귀동 240번지,제주특별자치도 서귀포시 태평로 474  (서귀동),,서귀포중학교내 실내수영장,159907.8892,-27451.38445,,
138,3,폐업,3,폐업,2020-09-16,,,732-5248,697-810,제주특별자치도 서귀포시 서귀동 240,제주특별자치도 서귀포시 태평로 474 (서귀동),,서귀포중학교 실내수영장,159907.8892,-27451.38445,,
139,3,폐업,3,폐업,2017-05-26,,,,697-826,제주특별자치도 서귀포시 강정동 173번지,제주특별자치도 서귀포시 김정문화로 15 (강정동),63566,호텔빠레브 수영장,153950.4707,-26946.51205,,
140,3,폐업,3,폐업,2017-04-26,,,,697-828,제주특별자치도 서귀포시 강정동 용흥로66번길 158-7,제주특별자치도 서귀포시 용흥로66번길 158-7 (강정동),63556,토스카나호텔 수영장,151871.9731,-25495.12428,,
141,3,폐업,3,폐업,2021-05-31,,,,,제주특별자치도 서귀포시 상예동 161,"제주특별자치도 서귀포시 상예로 319 (상예동, 서귀포호텔)",63548,(주)알피티코리아,143565.4438,-24596.23983,,
142,3,폐업,3,폐업,2008-03-07,,,031-532-1808,487-840,경기도 포천시 화현면 화현리 508-1번지,경기도 포천시 화현면 화동로432번길 26,,운악산 향토,227270.7327,489188.0991,,
143,3,폐업,3,폐업,2015-05-22,,,534-4489,487-892,경기도 포천시 영북면 산정리 79번지,경기도 포천시 영북면 산정호수로 693,,산정리조트,228541.6853,506937.8151,,
144,3,폐업,3,폐업,1998-06-13,,,533-5202,487-913,경기도 포천시 신북면 삼성당리 460-2번지,경기도 포천시 신북면 포천로2414번길 24,,삼광,217114.2884,495914.7613,,
145,3,폐업,3,폐업,2013-03-14,,,534-5500,487-892,경기도 포천시 영북면 산정리 454-4번지,경기도 포천시 영북면 산정호수로 402,,한화호텔앤드리조트,227517.6114,507014.1842,,
146,3,폐업,3,폐업,2002-08-20,,,533-9732,487-851,경기도 포천시 일동면 기산리 609번지,경기도 포천시 일동면 화동로932번길 57,,일동수영장,227890.3599,493559.0029,,
147,3,폐업,3,폐업,2011-02-15,,,031-5418365,487-823,경기도 포천시 소흘읍 송우리 87-3번지,경기도 포천시 소흘읍 솔모루로 124-18,,(주)대한체육산업개발 포천지점 청명스포츠센터,213200.2373,481090.3563,,
148,3,폐업,3,폐업,2015-06-30,,,,487-821,경기도 포천시 소흘읍 직동리 205번지,,,광릉분재예술공원 수영장,214712.2328,475363.5725,,
149,3,폐업,3,폐업,2018-07-18,,,,487-840,"경기도 포천시 화현면 화현리 508-2번지 ,508-1, 509-4","경기도 포천시 화현면 화동로432번길 26 (508-1, 508-2, 509-4)",11123,운악수영장,227271.0621,489213.6561,,
150,3,폐업,3,폐업,2015-05-28,,,,487-911,경기도 포천시 신북면 가채리 641-5번지,경기도 포천시 신북면 왕방로279번길 120-16,,왕방야외수영장,217348.4076,489729.533,,
151,3,폐업,3,폐업,2019-07-04,,,,,제주특별자치도 제주시 한경면 청수리 2130번지,제주특별자치도 제주시 한경면 낙수로 271-40,63006,돌하르방 캠핑장,129072.1459,-18872.24577,,
152,3,폐업,3,폐업,2005-02-22,,,255-1002,200-959,강원특별자치도 춘천시 후평동 849-6,강원특별자치도 춘천시 후석로379번길 27  (후평동),,YMCA수영장,265426.8243,487031.1714,,
153,3,폐업,3,폐업,2009-08-14,,,254-7650,200-835,강원특별자치도 춘천시 서면 신매리 36-1,강원특별자치도 춘천시 서면 신매강변길 84,,위도수영장,262872.9406,491480.6986,,
154,3,폐업,3,폐업,2003-05-22,,,,200-043,강원특별자치도 춘천시 중앙로3가 69,강원특별자치도 춘천시 공지로 442-10  (중앙로3가),,춘천학생수영장,263218.7653,486052.0832,,
155,3,폐업,3,폐업,2014-08-20,,,253-0709,200-230,강원특별자치도 춘천시 중도동 567-1,,,춘천중도실외수영장,261101.3784,487111.1388,,
156,3,폐업,3,폐업,2014-11-07,,,033-240-8134,200-200,강원특별자치도 춘천시 삼천동 792,강원특별자치도 춘천시 스포츠타운길 317 (삼천동),200-200,라데나콘도 수영장,260973.6825,485795.525,,
157,3,폐업,3,폐업,2003-07-24,,,033-732-3700,220-821,강원특별자치도 원주시 지정면 월송리 산 2-2,강원특별자치도 원주시 지정면 신평석화로 236,,동서울레스피아,,,,
158,3,폐업,3,폐업,2021-04-28,,,730-3535,220-821,강원특별자치도 원주시 지정면 월송리 1061-16,강원특별자치도 원주시 지정면 오크밸리1길 70,26357,골프빌리지수영장,272459.647,437204.6312,,
159,3,폐업,3,폐업,2018-04-23,,,730-3535,220-821,강원특별자치도 원주시 지정면 월송리 1061-16,강원특별자치도 원주시 지정면 오크밸리1길 70,26357,오크밸리수영장(실외),272459.647,437204.6312,,
160,3,폐업,3,폐업,2008-08-24,,,033-744-6114,220-952,강원특별자치도 원주시 우산동 411-10,강원특별자치도 원주시 우산공단길 24  (우산동),,원주웨스포센타수영장,283274.3453,430747.494,,
161,3,폐업,3,폐업,2018-08-01,,,033-735-0282,220-801,강원특별자치도 원주시 문막읍 건등리 1697,강원특별자치도 원주시 문막읍 건등로 21,,원주농민문화체육센타,272459.6597,423787.258,,
162,3,폐업,3,폐업,2017-09-14,,,760-5132,220-842,강원특별자치도 원주시 흥업면 매지리 234,강원특별자치도 원주시 흥업면 무수막1길 44,26494,연세스포츠센터수영장,281105.694,420333.536,,
163,3,폐업,3,폐업,2018-08-01,,,741-2548,220-041,강원특별자치도 원주시 명륜동 555,강원특별자치도 원주시 남원로 551 (명륜동),26447,원주국민체육센터,283823.7121,426194.4614,,
164,3,폐업,3,폐업,2012-04-04,,,635-8040,217-070,강원특별자치도 속초시 노학동 746-68,강원특별자치도 속초시 관광로408번길 23  (노학동),,코레스코수영장,334849.94,522595.538,,
165,3,폐업,3,폐업,2020-07-21,,,033-340-3000,225-834,강원특별자치도 횡성군 둔내면 두원리 204,강원특별자치도 횡성군 둔내면 고원로 451,,웰리힐리수영장,310506.755,443916.785,,
166,3,폐업,3,폐업,2018-06-01,,,033-463-3311,252-821,강원특별자치도 인제군 북면 용대리,강원특별자치도 인제군 북면 십이선녀탕길 165,24606,(주)미리내 캠프,312891.3415,520476.4359,,
167,3,폐업,3,폐업,2006-03-07,,,,250-883,강원특별자치도 홍천군 북방면 소매곡리 산 34,강원특별자치도 홍천군 북방면 온천길 183,,홍천스파지움실내온천수영장,273789.4965,466226.9347,,
168,3,폐업,3,폐업,2014-03-18,,,434-8311,250-856,강원특별자치도 홍천군 서면 팔봉리 산 125-1,강원특별자치도 홍천군 서면 한치골길 262,,대명비발디파크수영장,260852.8487,459659.8453,,
169,3,폐업,3,폐업,2019-12-31,,,533-9060,240-816,강원특별자치도 동해시 묵호진동 2-2,강원특별자치도 동해시 일출로 151 (묵호진동),,삼양비치실내수영장,387323.884,452587.8312,,
170,3,폐업,3,폐업,2019-12-31,,,,240-816,강원특별자치도 동해시 묵호진동 2-2,강원특별자치도 동해시 일출로 151 (묵호진동),,삼양비치 해수수영장,387323.884,452587.8312,,
171,3,폐업,3,폐업,2024-06-01,,,,,강원특별자치도 고성군 토성면 원암리 403-24 델피노골프&리조트,"강원특별자치도 고성군 토성면 미시령옛길 1153, 델피노골프&리조트",24768,(주)소노호텔앤리조트 설악지점 아쿠아월드 실내수영장,331116.9105,524073.824,,
172,3,폐업,3,폐업,2018-12-20,,,033-685-8311,219-832,강원특별자치도 고성군 토성면 원암리 403-1,강원특별자치도 고성군 토성면 미시령옛길 1153,,(주)대명호텔앤리조트 설악지점 아쿠아월드 실외수영장,330773.9686,524312.561,,
173,3,폐업,3,폐업,2009-07-03,,,033-635-9300,219-832,강원특별자치도 고성군 토성면 원암리,,,현대콘도실외수영장,,,,
174,3,폐업,3,폐업,2010-07-16,,,,219-832,강원특별자치도 고성군 토성면 원암리 362-1,강원특별자치도 고성군 토성면 고성대로 75-16,,현대아이파크온천수영장,331792.6033,524101.0343,,
175,3,폐업,3,폐업,2024-06-01,,,,,강원특별자치도 고성군 토성면 원암리 403-24 델피노골프&리조트,"강원특별자치도 고성군 토성면 미시령옛길 1153, 델피노골프&리조트",24768,(주)소노인터내셔널 설악지점 아쿠아월드 실외수영장,331116.9105,524073.824,,
176,3,폐업,3,폐업,2014-01-14,,,,235-801,강원특별자치도 태백시 황지동 274-13 황지여자중학교,"강원특별자치도 태백시 연지로33번길 26 (황지동, 황지여자중학교)",235-801,태백학생수영장,376597.0499,410306.9606,,
177,3,폐업,3,폐업,2017-05-18,,,053-602-7114,,대구광역시 수성구 만촌동 300번지,"대구광역시 수성구 팔현길 212 (만촌동, 호텔인터불고)",42064,(주)즐거운세상 인터불고호텔 실외수영장,349910.3333,264894.7536,,
178,3,폐업,3,폐업,2017-10-13,,,761-4200,,대구광역시 수성구 두산동 105번지 대우트럼프월드 수성 C-B3,"대구광역시 수성구 동대구로 59, C동 B3층 (두산동, 대우트럼프월드수성아파트)",42171,비잔휘트니스,346571.1688,260826.314,,
179,3,폐업,3,폐업,2017-04-05,,,742-6868,706-808,대구광역시 수성구 만촌동 산 395번지,대구광역시 수성구 달구벌대로528길 15 (만촌동),42078,강산스포츠센터,348665.8734,262623.707,,
180,3,폐업,3,폐업,2007-02-21,,,764-0235,706-828,대구광역시 수성구 상동 89-2번지 수성초등학교내,"대구광역시 수성구 상화로5길 40  (상동,수성초등학교내)",,수성 수영장,345417.0835,260825.2545,,
181,3,폐업,3,폐업,2019-06-11,,,053-767-7400,,대구광역시 수성구 상동 89-2번지 수성초등학교 지하1층,"대구광역시 수성구 상화로5길 40, 지하층 (상동, 대구수성초등학교)",42157,수성수영장,345417.0835,260825.2545,,
182,3,폐업,3,폐업,2021-01-11,,,,,경상북도 경산시 남천면 금곡리 668-14,경상북도 경산시 남천면 남천로 305-61,38696,경산스파월드,356929.1784,252553.1845,,
183,3,폐업,3,폐업,2014-05-15,,,055-670-4463,638-931,경상남도 고성군 하이면 덕명리 15번지,경상남도 고성군 하이면 덕명5길 53-7,638-931,상족암해변해수풀장,305554.1543,157402.9748,,
184,3,폐업,3,폐업,2008-09-23,,,,555-807,전라남도 여수시 학동 36-1번지,전라남도 여수시 시청로 34  (학동),,신세계수영장,260652.4442,140887.7129,,
185,3,폐업,3,폐업,2009-10-08,,,692-2890,555-804,전라남도 여수시 신기동 140번지,전라남도 여수시 선소로 72-28  (신기동),,신화스포츠센타,261054.076,139956.1961,,
186,3,폐업,3,폐업,2012-11-02,,,,555-070,전라남도 여수시 웅천동 1563-1번지,,,여수블루토피아(주),262329.2615,137819.0995,,
187,3,폐업,3,폐업,2021-02-22,,,061-680-3056,550-190,전라남도 여수시 신월동 1804,전라남도 여수시 신월로 496-25 (신월동),59747,히든베이호텔,264010.7757,136115.5745,,
188,3,폐업,3,폐업,2020-09-09,,,061-664-0001,,전라남도 여수시 수정동 774-4,전라남도 여수시 오동도로 61-13 (수정동),59723,베네치아호텔앤리조트,268765.2817,138841.9585,,
189,3,폐업,3,폐업,2011-04-12,,,061-783-1414,542-832,전라남도 구례군 산동면 관산리 705-3번지,,,지리산온천수영장,241528.1143,202134.9539,,
190,3,폐업,3,폐업,2014-05-29,,,,542-832,전라남도 구례군 산동면 대평리 729번지,전라남도 구례군 산동면 지리산온천로 317,542-832,더케이호텔엔리조트(주)지리산가족호텔 수영장,241999.8245,202608.4635,,
191,3,폐업,3,폐업,2020-02-21,,,061-535-4440,536-832,전라남도 해남군 계곡면 당산리 107-1번지,전라남도 해남군 계곡면 사촌길 2,,해남흑석산수영장,170166.8236,130470.1546,,
192,3,폐업,3,폐업,2017-01-06,,,,535-816,전라남도 신안군 압해읍 복룡리 산 283-4번지,,,압해관광농원,138420.5247,153669.4919,,
193,3,폐업,3,폐업,2017-09-01,,,031-967-5262,,경기도 고양시 덕양구 원흥동 440-4번지,"경기도 고양시 덕양구 고양대로1670번길 88, 지층 (원흥동)",10552,무지개 수영교실,188113.4544,460371.2036,,
194,3,폐업,3,폐업,2020-08-03,,,975-5503,,경기도 고양시 일산동구 중산동 25-113 부성빌딩,"경기도 고양시 일산동구 약산길 2, 부성빌딩 지하층 (중산동)",10319,늘푸른 수영장,181634.5554,464111.3705,,
195,3,폐업,3,폐업,2006-05-25,,,02-386-2027,412-140,경기도 고양시 덕양구 효자동 219번지,,,북한산성 수영장,195729.1041,461422.0204,,
196,3,폐업,3,폐업,2011-04-28,,,031-907-1712,410-810,경기도 고양시 일산동구 마두동 736-1번지 센타21 5001호,"경기도 고양시 일산동구 일산로 197,  5001호 (마두동,센타21)",,알유에프수영장,181379.2985,461340.4952,,
197,3,폐업,3,폐업,2016-11-02,,,031-906-7817,410-810,경기도 고양시 일산동구 마두동 736-1번지 센타 21 5층 (5001호),"경기도 고양시 일산동구 일산로 197, 5001호 (마두동, 센타21)",10416,백마 수영장,181379.2985,461340.4952,,
198,3,폐업,3,폐업,2024-05-30,,,031-970-6330,412-271,경기도 고양시 덕양구 화정동 6-1 외1필지,"경기도 고양시 덕양구 도내로 11-131 (화정동,외1필지)",,배다골테마파크수영장,186499.2851,458650.1059,,
199,3,폐업,3,폐업,2004-04-01,,,964-6132,412-807,경기도 고양시 덕양구 성사동 707-10번지,경기도 고양시 덕양구 고양대로 1399  (성사동),,금강실내수영장,185788.8733,461314.7472,,
200,3,폐업,3,폐업,2006-05-25,,,02-359-3911,412-140,경기도 고양시 덕양구 효자동 219번지,,,북한산성풀장,195729.1041,461422.0204,,
201,3,폐업,3,폐업,2008-06-11,,,962-5000,412-805,경기도 고양시 덕양구 성사동 1번지,,,훼릭스,187569.4338,460342.137,,
202,3,폐업,3,폐업,2009-09-30,,,901-2796,410-842,경기도 고양시 일산동구 풍동 616-1번지,경기도 고양시 일산동구 애니골길 85  (풍동),,서울YMCA일산수련장수영장,,,,
203,3,폐업,3,폐업,2003-05-15,,,787-7000,699-911,제주특별자치도 서귀포시 표선면 토산리 17번지,제주특별자치도 서귀포시 표선면 일주동로 6347-17,,샤인빌리조트수영장,180543.7131,-21207.58671,,
204,3,폐업,3,폐업,2005-09-01,,,064-780-8223,699-914,제주특별자치도 서귀포시 표선면 표선리 40-69번지,제주특별자치도 서귀포시 표선면 민속해안로 537,,해비치야외수영장,185469.6237,-19182.34946,,
205,3,폐업,3,폐업,2022-09-23,,,055-682-7000,,경상남도 거제시 일운면 소동리 437 라마다호텔,"경상남도 거제시 일운면 거제대로 2631, 라마다호텔 2층",53326,라마다스위츠거제호텔 스포츠센터,355368.0715,150386.6784,,
206,3,폐업,3,폐업,2022-06-02,,,055-884-5111,,경상남도 하동군 옥종면 대곡리 175-1 예다활성화센터,"경상남도 하동군 옥종면 고성산동학로 862, 예다활성화센터",52314,정티움수영장,,,,
207,3,폐업,3,폐업,2023-06-23,,,,,대구광역시 수성구 상동 89-2 대구수성초등학교,"대구광역시 수성구 상화로5길 40, 대구수성초등학교 체육관동 지하층 (상동)",42157,수성수영장,345417.0835,260825.2545,,
208,3,폐업,3,폐업,2019-12-23,,,547752019,,경상북도 경주시 천군동 130번지,경상북도 경주시 경감로 614 (천군동),38118,경주엑스포 여름 Pool 축제,406789.8708,261626.1016,,
209,3,폐업,3,폐업,2020-02-28,,,571-3996,,서울특별시 강남구 개포동 1273번지 포이초등학교,"서울특별시 강남구 개포로22길 87, 포이초등학교 (개포동)",6311,포이 교육문화 체육센터,204558.5135,441491.9626,,
210,3,폐업,3,폐업,2021-10-01,,,959-9545,,경기도 파주시 파평면 덕천리 254-4 (주)임진각폭포리조트,경기도 파주시 파평면 청송로 550 (주)임진각폭포리조트,10801,임진강리조트(또올래),188555.1009,492786.3292,,
